algorithm,hit_rate,jfi,angle_degrees,traffic_type,num_servers,capacity,num_requests,run_id,skew_fraction,skew_mode,exclude_top_k,workload_mode
qlearning_balancer[oracle],0.1309,0.9991388734240417,1.6815836605868484,irm,2,300,10000,6,0.0,index,300,uniform
qlearning_balancer[nocache],0.0,0.9999412726383657,0.43908351123381445,irm,2,300,10000,6,0.0,index,300,uniform
Optimal_QLRU,0.0622,0.999999954518004,0.012219189299234627,irm,2,300,10000,2,0.0,index,300,uniform
qlearning_balancer[qlearn],0.1063,0.9990854392472234,1.7329863136164447,irm,2,300,10000,2,0.0,index,300,uniform
qlearning_balancer[lru],0.1203,0.9981210521251368,2.484368963518993,irm,2,300,10000,2,0.0,index,300,uniform
qlearning_balancer[oracle],0.1243,0.995956600168015,3.6457684532878467,irm,2,300,10000,2,0.0,index,300,uniform
qlearning_balancer[nocache],0.0,0.9980814770632824,2.5104125385703817,irm,2,300,10000,2,0.0,index,300,uniform
Optimal_QLRU,0.0367,0.9994052229278317,1.3974709944993426,irm,2,300,10000,4,0.0,index,300,uniform
qlearning_balancer[qlearn],0.0668,0.990918994829126,5.468259279545172,irm,2,300,10000,4,0.0,index,300,uniform
qlearning_balancer[lru],0.1186,0.9939398190878826,4.464831314658842,irm,2,300,10000,4,0.0,index,300,uniform
qlearning_balancer[oracle],0.1253,0.9904456118033335,5.609421555891649,irm,2,300,10000,4,0.0,index,300,uniform
qlearning_balancer[nocache],0.0,0.9877329313120696,6.35894358434277,irm,2,300,10000,4,0.0,index,300,uniform
Optimal_QLRU,0.0581,0.9998757446670006,0.6386885721170196,irm,2,300,10000,7,0.0,index,300,uniform
qlearning_balancer[qlearn],0.0651,0.9998825487067887,0.6209548673959917,irm,2,300,10000,7,0.0,index,300,uniform
qlearning_balancer[lru],0.1205,0.9999321289601226,0.4720302125910961,irm,2,300,10000,7,0.0,index,300,uniform
qlearning_balancer[oracle],0.1255,0.9998144433280783,0.7805025955587386,irm,2,300,10000,7,0.0,index,300,uniform
qlearning_balancer[nocache],0.0,0.9991061824532974,1.7132146850623262,irm,2,300,10000,7,0.0,index,300,uniform
Optimal_QLRU,0.0355,0.9999294763234895,0.48116630775904984,irm,2,300,10000,8,0.0,index,300,uniform
qlearning_balancer[qlearn],0.0416,0.9960918201700067,3.5842078911239454,irm,2,300,10000,8,0.0,index,300,uniform
qlearning_balancer[lru],0.1148,0.9990606963424823,1.7562795789212413,irm,2,300,10000,8,0.0,index,300,uniform
qlearning_balancer[oracle],0.1201,0.9987587416053691,2.0190339326854914,irm,2,300,10000,8,0.0,index,300,uniform
qlearning_balancer[nocache],0.0,0.9943742111087834,4.301524479478743,irm,2,300,10000,8,0.0,index,300,uniform
Optimal_QLRU,0.0474,0.9998761953931993,0.6375290761732969,irm,2,300,10000,10,0.0,index,300,uniform
qlearning_balancer[qlearn],0.0564,0.9996481939210374,1.0747309851022633,irm,2,300,10000,10,0.0,index,300,uniform
qlearning_balancer[lru],0.1158,0.9989597554087082,1.848271171969458,irm,2,300,10000,10,0.0,index,300,uniform
qlearning_balancer[oracle],0.1244,0.9998962071034975,0.5837326176402556,irm,2,300,10000,10,0.0,index,300,uniform
qlearning_balancer[nocache],0.0,0.9977244563080204,2.7341986761577064,irm,2,300,10000,10,0.0,index,300,uniform
Optimal_QLRU,0.0365,0.9990886471333092,1.7299434326586411,irm,2,300,10000,5,0.0,index,300,uniform
qlearning_balancer[qlearn],0.0976,0.984845439209192,7.071269344968582,irm,2,300,10000,5,0.0,index,300,uniform
qlearning_balancer[lru],0.1316,0.979271406946574,8.277886483012152,irm,2,300,10000,5,0.0,index,300,uniform
qlearning_balancer[oracle],0.1371,0.9841423373629475,7.234304226334797,irm,2,300,10000,5,0.0,index,300,uniform
qlearning_balancer[nocache],0.0,0.9935147552390315,4.619089274746978,irm,2,300,10000,5,0.0,index,300,uniform
Optimal_QLRU,0.0196,0.999411032340401,1.3906280866193674,irm,2,300,10000,15,0.0,index,300,uniform
qlearning_balancer[qlearn],0.0818,0.9999329456825189,0.4691814782565679,irm,2,300,10000,15,0.0,index,300,uniform
qlearning_balancer[lru],0.1217,0.9997099885235617,0.9757784410174157,irm,2,300,10000,15,0.0,index,300,uniform
qlearning_balancer[oracle],0.1279,0.999575568909242,1.180475433040005,irm,2,300,10000,15,0.0,index,300,uniform
qlearning_balancer[nocache],0.0,0.9992267612860317,1.5934388885281594,irm,2,300,10000,15,0.0,index,300,uniform
Optimal_QLRU,0.0185,0.9996293346475467,1.103164968238151,irm,2,300,10000,9,0.0,index,300,uniform
qlearning_balancer[qlearn],0.0614,0.9899917711707559,5.7415392569877755,irm,2,300,10000,9,0.0,index,300,uniform
qlearning_balancer[lru],0.1176,0.9886535540516997,6.11472990127073,irm,2,300,10000,9,0.0,index,300,uniform
qlearning_balancer[oracle],0.1237,0.991351055303839,5.336201478017717,irm,2,300,10000,9,0.0,index,300,uniform
qlearning_balancer[nocache],0.0,0.9959149456183684,3.6645249554677877,irm,2,300,10000,9,0.0,index,300,uniform
Optimal_QLRU,0.0619,0.9992959645041021,1.52044558999275,irm,2,300,10000,18,0.0,index,300,uniform
qlearning_balancer[qlearn],0.0657,0.9836791850166524,7.33976283289268,irm,2,300,10000,18,0.0,index,300,uniform
qlearning_balancer[lru],0.1234,0.9899795828199341,5.745046067903133,irm,2,300,10000,18,0.0,index,300,uniform
qlearning_balancer[oracle],0.1295,0.9795759230000943,8.21643442189413,irm,2,300,10000,18,0.0,index,300,uniform
qlearning_balancer[nocache],0.0,0.9888702747654566,6.055831156913852,irm,2,300,10000,18,0.0,index,300,uniform
Optimal_QLRU,0.0345,0.9975447323019727,2.8402066237402885,irm,2,300,10000,19,0.0,index,300,uniform
qlearning_balancer[qlearn],0.0758,0.9972118405386108,3.0267981300301976,irm,2,300,10000,19,0.0,index,300,uniform
qlearning_balancer[lru],0.1176,0.9934385210556109,4.646218017701922,irm,2,300,10000,19,0.0,index,300,uniform
qlearning_balancer[oracle],0.1228,0.9964017985962481,3.438952344004676,irm,2,300,10000,19,0.0,index,300,uniform
qlearning_balancer[nocache],0.0,0.9966515419422993,3.317322785276834,irm,2,300,10000,19,0.0,index,300,uniform
Optimal_QLRU,0.0392,0.9988500749946386,1.9433036251299,irm,2,300,10000,11,0.0,index,300,uniform
qlearning_balancer[qlearn],0.0915,0.9996627493704379,1.0522608947366547,irm,2,300,10000,11,0.0,index,300,uniform
qlearning_balancer[lru],0.1202,0.9998130479749755,0.7834319016770172,irm,2,300,10000,11,0.0,index,300,uniform
qlearning_balancer[oracle],0.1266,0.9991208838265276,1.6990627574759805,irm,2,300,10000,11,0.0,index,300,uniform
qlearning_balancer[nocache],0.0,0.9996464825690872,1.0773421223573725,irm,2,300,10000,11,0.0,index,300,uniform
Optimal_QLRU,0.0732,0.9992612320096314,1.5575075323664869,irm,2,300,10000,12,0.0,index,300,uniform
qlearning_balancer[qlearn],0.0861,0.9978182113074916,2.677238275580906,irm,2,300,10000,12,0.0,index,300,uniform
qlearning_balancer[lru],0.1249,0.9978182094578227,2.677239411257079,irm,2,300,10000,12,0.0,index,300,uniform
qlearning_balancer[oracle],0.1311,0.997363786081457,2.9430928049390657,irm,2,300,10000,12,0.0,index,300,uniform
qlearning_balancer[nocache],0.0,0.9979276203352802,2.609200249748632,irm,2,300,10000,12,0.0,index,300,uniform
Optimal_QLRU,0.042,0.9989940438548811,1.8175442658611736,irm,2,300,10000,13,0.0,index,300,uniform
qlearning_balancer[qlearn],0.0756,0.9998314758364735,0.7438166942284354,irm,2,300,10000,13,0.0,index,300,uniform
qlearning_balancer[lru],0.1163,0.9997942705270914,0.8218371734336463,irm,2,300,10000,13,0.0,index,300,uniform
qlearning_balancer[oracle],0.1244,0.9989270183877879,1.877139150851309,irm,2,300,10000,13,0.0,index,300,uniform
qlearning_balancer[nocache],0.0,0.9983531729428483,2.3257653858272116,irm,2,300,10000,13,0.0,index,300,uniform
Optimal_QLRU,0.0568,0.999993525412755,0.14579047291813174,irm,2,300,10000,20,0.0,index,300,uniform
qlearning_balancer[qlearn],0.1128,0.9952184288489547,3.9651046475760445,irm,2,300,10000,20,0.0,index,300,uniform
qlearning_balancer[lru],0.1211,0.9984543377908982,2.2531591507915705,irm,2,300,10000,20,0.0,index,300,uniform
qlearning_balancer[oracle],0.1279,0.9918805689365988,5.169813703673125,irm,2,300,10000,20,0.0,index,300,uniform
qlearning_balancer[nocache],0.0,0.9847776026166586,7.087159320397612,irm,2,300,10000,20,0.0,index,300,uniform
Optimal_QLRU,0.0462,0.9989035644914591,1.897551505920726,irm,2,300,10000,14,0.0,index,300,uniform
qlearning_balancer[qlearn],0.0909,0.9904928553052822,5.595491571106851,irm,2,300,10000,14,0.0,index,300,uniform
qlearning_balancer[lru],0.1183,0.9886942793576924,6.1037045927024245,irm,2,300,10000,14,0.0,index,300,uniform
qlearning_balancer[oracle],0.1259,0.9845942719800287,7.129928954059732,irm,2,300,10000,14,0.0,index,300,uniform
qlearning_balancer[nocache],0.0,0.9714104417694143,9.734592524891772,irm,2,300,10000,14,0.0,index,300,uniform
Optimal_QLRU,0.0626,0.9999078288323611,0.5500812587765594,irm,2,300,10000,16,0.0,index,300,uniform
qlearning_balancer[qlearn],0.1191,0.9998653907163582,0.6647676588937989,irm,2,300,10000,16,0.0,index,300,uniform
qlearning_balancer[lru],0.1257,0.9996219749130094,1.1140644334266268,irm,2,300,10000,16,0.0,index,300,uniform
qlearning_balancer[oracle],0.131,0.9999232060011704,0.50210186268993,irm,2,300,10000,16,0.0,index,300,uniform
qlearning_balancer[nocache],0.0,0.9997901367871914,0.8300533039777701,irm,2,300,10000,16,0.0,index,300,uniform
Optimal_QLRU,0.0566,0.9999762253794479,0.2793708893954924,irm,2,300,10000,17,0.0,index,300,uniform
qlearning_balancer[qlearn],0.08,0.9858963743834138,6.82046827198628,irm,2,300,10000,17,0.0,index,300,uniform
qlearning_balancer[lru],0.1212,0.9851248681896765,7.005443953725426,irm,2,300,10000,17,0.0,index,300,uniform
qlearning_balancer[oracle],0.1249,0.9880410960960027,6.278237717374616,irm,2,300,10000,17,0.0,index,300,uniform
qlearning_balancer[nocache],0.0,0.9946150547140088,4.208272238660335,irm,2,300,10000,17,0.0,index,300,uniform
Optimal_QLRU,0.0231,0.9996178793298935,1.1200839146438168,irm,2,300,10000,22,0.0,index,300,uniform
qlearning_balancer[qlearn],0.0672,0.991478047664977,5.296768093951332,irm,2,300,10000,22,0.0,index,300,uniform
qlearning_balancer[lru],0.1199,0.9900285788982399,5.73093615213564,irm,2,300,10000,22,0.0,index,300,uniform
qlearning_balancer[oracle],0.1248,0.9884113633155215,6.1798965740962934,irm,2,300,10000,22,0.0,index,300,uniform
qlearning_balancer[nocache],0.0,0.9882784144764126,6.215383343893449,irm,2,300,10000,22,0.0,index,300,uniform
Optimal_QLRU,0.0542,0.9989679515083726,1.8409729807470359,irm,2,300,10000,24,0.0,index,300,uniform
qlearning_balancer[qlearn],0.0863,0.997240742930638,3.011054653368192,irm,2,300,10000,24,0.0,index,300,uniform
qlearning_balancer[lru],0.1208,0.9962350099929765,3.5178510129206133,irm,2,300,10000,24,0.0,index,300,uniform
qlearning_balancer[oracle],0.1299,0.9977230186014402,2.73506294045765,irm,2,300,10000,24,0.0,index,300,uniform
qlearning_balancer[nocache],0.0,0.994790203632208,4.139146774423869,irm,2,300,10000,24,0.0,index,300,uniform
Optimal_QLRU,0.047,0.9996743660716216,1.033977360241827,irm,2,300,10000,21,0.0,index,300,uniform
qlearning_balancer[qlearn],0.0786,0.9999262848868116,0.49193331668755436,irm,2,300,10000,21,0.0,index,300,uniform
qlearning_balancer[lru],0.1233,0.999997046346183,0.09846970626861903,irm,2,300,10000,21,0.0,index,300,uniform
qlearning_balancer[oracle],0.1331,0.9999918786582611,0.1632815494931287,irm,2,300,10000,21,0.0,index,300,uniform
qlearning_balancer[nocache],0.0,0.9967105823925532,3.2879145529316043,irm,2,300,10000,21,0.0,index,300,uniform
Optimal_QLRU,0.0393,0.9976224136326438,2.794879119192065,irm,2,300,10000,25,0.0,index,300,uniform
qlearning_balancer[qlearn],0.1173,0.9945860384742113,4.219615420998529,irm,2,300,10000,25,0.0,index,300,uniform
qlearning_balancer[lru],0.127,0.9904351839658825,5.61249165803079,irm,2,300,10000,25,0.0,index,300,uniform
qlearning_balancer[oracle],0.1303,0.9965276351331527,3.378212525849232,irm,2,300,10000,25,0.0,index,300,uniform
qlearning_balancer[nocache],0.0,0.9912217464991241,5.376060381221891,irm,2,300,10000,25,0.0,index,300,uniform
Optimal_QLRU,0.0831,0.9991653869266208,1.6554865391191917,irm,2,300,10000,27,0.0,index,300,uniform
qlearning_balancer[qlearn],0.0774,0.9973731306587515,2.937867405057709,irm,2,300,10000,27,0.0,index,300,uniform
qlearning_balancer[lru],0.124,0.9977042108383887,2.746344081821572,irm,2,300,10000,27,0.0,index,300,uniform
qlearning_balancer[oracle],0.1319,0.9999942522414121,0.13736380360918235,irm,2,300,10000,27,0.0,index,300,uniform
qlearning_balancer[nocache],0.0,0.9967714192672158,3.2573350117739523,irm,2,300,10000,27,0.0,index,300,uniform
Optimal_QLRU,0.0317,0.9999869349658006,0.20709940613300637,irm,2,300,10000,23,0.0,index,300,uniform
qlearning_balancer[qlearn],0.0814,0.995871365585531,3.684046816457665,irm,2,300,10000,23,0.0,index,300,uniform
qlearning_balancer[lru],0.1212,0.9930621727266529,4.777908551048216,irm,2,300,10000,23,0.0,index,300,uniform
qlearning_balancer[oracle],0.1313,0.9971478251271343,3.061380916947928,irm,2,300,10000,23,0.0,index,300,uniform
qlearning_balancer[nocache],0.0,0.9940856042136856,4.4106932394382055,irm,2,300,10000,23,0.0,index,300,uniform
Optimal_QLRU,0.0135,0.9996484423350414,1.074351434130752,irm,2,300,10000,26,0.0,index,300,uniform
qlearning_balancer[qlearn],0.0815,0.9972198907695257,3.0224212826385566,irm,2,300,10000,26,0.0,index,300,uniform
qlearning_balancer[lru],0.1216,0.9973240627576357,2.9652033047493105,irm,2,300,10000,26,0.0,index,300,uniform
qlearning_balancer[oracle],0.1276,0.9983626842880651,2.3190356830411227,irm,2,300,10000,26,0.0,index,300,uniform
qlearning_balancer[nocache],0.0,0.9998296934320544,0.7477400779104524,irm,2,300,10000,26,0.0,index,300,uniform
Optimal_QLRU,0.0527,0.9996350582468693,1.0946135712516982,irm,2,300,10000,28,0.0,index,300,uniform
qlearning_balancer[qlearn],0.0638,0.9882131097219006,6.232741681672199,irm,2,300,10000,28,0.0,index,300,uniform
qlearning_balancer[lru],0.1186,0.9908880826167225,5.47758690189061,irm,2,300,10000,28,0.0,index,300,uniform
qlearning_balancer[oracle],0.1238,0.9925549840469791,4.949893034979702,irm,2,300,10000,28,0.0,index,300,uniform
qlearning_balancer[nocache],0.0,0.9816552994923387,7.784214630410201,irm,2,300,10000,28,0.0,index,300,uniform
Optimal_QLRU,0.0493,0.9999893675883599,0.1868268507304089,irm,2,1000,10000,3,0.0,index,1000,uniform
qlearning_balancer[qlearn],0.1798,0.9947496624128992,4.155248606950927,irm,2,1000,10000,3,0.0,index,1000,uniform
qlearning_balancer[lru],0.2045,0.9951823118634867,3.98007547379977,irm,2,1000,10000,3,0.0,index,1000,uniform
qlearning_balancer[oracle],0.2041,0.9960356183061206,3.6099212919913146,irm,2,1000,10000,3,0.0,index,1000,uniform
qlearning_balancer[nocache],0.0,0.9975909429793045,2.813330145417003,irm,2,1000,10000,3,0.0,index,1000,uniform
Optimal_QLRU,0.0367,0.9994052229278317,1.3974709944993426,irm,2,1000,10000,4,0.0,index,1000,uniform
qlearning_balancer[qlearn],0.1091,0.9866476686626727,6.63548120889925,irm,2,1000,10000,4,0.0,index,1000,uniform
qlearning_balancer[lru],0.1937,0.99009591276545,5.711489204745929,irm,2,1000,10000,4,0.0,index,1000,uniform
qlearning_balancer[oracle],0.1939,0.9964238667812024,3.4283777356518383,irm,2,1000,10000,4,0.0,index,1000,uniform
qlearning_balancer[nocache],0.0,0.9877329313120696,6.35894358434277,irm,2,1000,10000,4,0.0,index,1000,uniform
Optimal_QLRU,0.0431,0.9990504925840443,1.7657961456771072,irm,2,300,10000,29,0.0,index,300,uniform
qlearning_balancer[qlearn],0.1259,0.9995466089253132,1.2200901995811282,irm,2,300,10000,29,0.0,index,300,uniform
qlearning_balancer[lru],0.1224,0.9988073158173109,1.9791181854253155,irm,2,300,10000,29,0.0,index,300,uniform
qlearning_balancer[oracle],0.1289,0.9999461441982425,0.4204775165862603,irm,2,300,10000,29,0.0,index,300,uniform
qlearning_balancer[nocache],0.0,0.9995850110431951,1.167268981304414,irm,2,300,10000,29,0.0,index,300,uniform
Optimal_QLRU,0.0623,0.9999990787939388,0.05499219977137065,irm,2,1000,10000,0,0.0,index,1000,uniform
qlearning_balancer[qlearn],0.1121,0.9997564767595222,0.8941501790470691,irm,2,1000,10000,0,0.0,index,1000,uniform
qlearning_balancer[lru],0.1976,0.9999925839896043,0.15603008107591,irm,2,1000,10000,0,0.0,index,1000,uniform
qlearning_balancer[oracle],0.1964,0.9999821420889983,0.24212478725916264,irm,2,1000,10000,0,0.0,index,1000,uniform
qlearning_balancer[nocache],0.0,0.9987845606507879,1.9979163190137657,irm,2,1000,10000,0,0.0,index,1000,uniform
Optimal_QLRU,0.0656,0.9999934028864571,0.14716349362261652,irm,2,1000,10000,1,0.0,index,1000,uniform
qlearning_balancer[qlearn],0.0973,0.9964453115361396,3.4180706703765913,irm,2,1000,10000,1,0.0,index,1000,uniform
qlearning_balancer[lru],0.1986,0.9992113084944697,1.6092863144021279,irm,2,1000,10000,1,0.0,index,1000,uniform
qlearning_balancer[oracle],0.2003,0.9959924687499833,3.6295400517394545,irm,2,1000,10000,1,0.0,index,1000,uniform
qlearning_balancer[nocache],0.0,0.9976272973352907,2.792004943863869,irm,2,1000,10000,1,0.0,index,1000,uniform
Optimal_QLRU,0.0622,0.999999954518004,0.012219189299234627,irm,2,1000,10000,2,0.0,index,1000,uniform
qlearning_balancer[qlearn],0.161,0.9985960395337486,2.147344608801746,irm,2,1000,10000,2,0.0,index,1000,uniform
qlearning_balancer[lru],0.1946,0.9980826162977022,2.5096665990772005,irm,2,1000,10000,2,0.0,index,1000,uniform
qlearning_balancer[oracle],0.1909,0.999638837155801,1.088930870492926,irm,2,1000,10000,2,0.0,index,1000,uniform
qlearning_balancer[nocache],0.0,0.9980814770632824,2.5104125385703817,irm,2,1000,10000,2,0.0,index,1000,uniform
Optimal_QLRU,0.0595,0.999936411686006,0.4568944580132404,irm,2,1000,10000,6,0.0,index,1000,uniform
qlearning_balancer[qlearn],0.1342,0.9999358049947178,0.45906892795539395,irm,2,1000,10000,6,0.0,index,1000,uniform
qlearning_balancer[lru],0.1997,0.9973548033807464,2.9481071467813713,irm,2,1000,10000,6,0.0,index,1000,uniform
qlearning_balancer[oracle],0.2049,0.9984245732198765,2.2747613641609443,irm,2,1000,10000,6,0.0,index,1000,uniform
qlearning_balancer[nocache],0.0,0.9999412726383657,0.43908351123381445,irm,2,1000,10000,6,0.0,index,1000,uniform
Optimal_QLRU,0.0581,0.9998757446670006,0.6386885721170196,irm,2,1000,10000,7,0.0,index,1000,uniform
qlearning_balancer[qlearn],0.0914,0.9971138737536128,3.0795653236684344,irm,2,1000,10000,7,0.0,index,1000,uniform
qlearning_balancer[lru],0.1971,0.9990048307049102,1.8077700016756117,irm,2,1000,10000,7,0.0,index,1000,uniform
qlearning_balancer[oracle],0.1973,0.99791833867491,2.615040745033058,irm,2,1000,10000,7,0.0,index,1000,uniform
qlearning_balancer[nocache],0.0,0.9991061824532974,1.7132146850623262,irm,2,1000,10000,7,0.0,index,1000,uniform
Optimal_QLRU,0.0365,0.9990886471333092,1.7299434326586411,irm,2,1000,10000,5,0.0,index,1000,uniform
qlearning_balancer[qlearn],0.1266,0.9734978004489778,9.369163191532005,irm,2,1000,10000,5,0.0,index,1000,uniform
qlearning_balancer[lru],0.2061,0.9773949760862619,8.647191107866735,irm,2,1000,10000,5,0.0,index,1000,uniform
qlearning_balancer[oracle],0.2069,0.9805553052949391,8.015687814225647,irm,2,1000,10000,5,0.0,index,1000,uniform
qlearning_balancer[nocache],0.0,0.9935147552390315,4.619089274746978,irm,2,1000,10000,5,0.0,index,1000,uniform
Optimal_QLRU,0.0392,0.9988500749946386,1.9433036251299,irm,2,1000,10000,11,0.0,index,1000,uniform
qlearning_balancer[qlearn],0.1587,0.9989667772893315,1.842020332528653,irm,2,1000,10000,11,0.0,index,1000,uniform
qlearning_balancer[lru],0.1977,0.9994574832684274,1.3346533387448671,irm,2,1000,10000,11,0.0,index,1000,uniform
qlearning_balancer[oracle],0.2002,0.9992474176622886,1.5720057564059775,irm,2,1000,10000,11,0.0,index,1000,uniform
qlearning_balancer[nocache],0.0,0.9996464825690872,1.0773421223573725,irm,2,1000,10000,11,0.0,index,1000,uniform
Optimal_QLRU,0.0732,0.9992612320096314,1.5575075323664869,irm,2,1000,10000,12,0.0,index,1000,uniform
qlearning_balancer[qlearn],0.1316,0.9999987516868166,0.0640154055708274,irm,2,1000,10000,12,0.0,index,1000,uniform
qlearning_balancer[lru],0.2075,0.9999818145787095,0.24433497166584817,irm,2,1000,10000,12,0.0,index,1000,uniform
qlearning_balancer[oracle],0.2013,0.9992526778049832,1.566501014900725,irm,2,1000,10000,12,0.0,index,1000,uniform
qlearning_balancer[nocache],0.0,0.9979276203352802,2.609200249748632,irm,2,1000,10000,12,0.0,index,1000,uniform
Optimal_QLRU,0.0355,0.9999294763234895,0.48116630775904984,irm,2,1000,10000,8,0.0,index,1000,uniform
qlearning_balancer[qlearn],0.0806,0.9981237882883286,2.4825582758044606,irm,2,1000,10000,8,0.0,index,1000,uniform
qlearning_balancer[lru],0.1896,0.9998738930585339,0.643429927427785,irm,2,1000,10000,8,0.0,index,1000,uniform
qlearning_balancer[oracle],0.1871,0.9999971502660623,0.09672193935615925,irm,2,1000,10000,8,0.0,index,1000,uniform
qlearning_balancer[nocache],0.0,0.9943742111087834,4.301524479478743,irm,2,1000,10000,8,0.0,index,1000,uniform
Optimal_QLRU,0.0474,0.9998761953931993,0.6375290761732969,irm,2,1000,10000,10,0.0,index,1000,uniform
qlearning_balancer[qlearn],0.0774,0.9989672290806666,1.8416174249154238,irm,2,1000,10000,10,0.0,index,1000,uniform
qlearning_balancer[lru],0.1968,0.9997561635453155,0.8947250590806164,irm,2,1000,10000,10,0.0,index,1000,uniform
qlearning_balancer[oracle],0.2013,0.9992597110079497,1.5591104292301656,irm,2,1000,10000,10,0.0,index,1000,uniform
qlearning_balancer[nocache],0.0,0.9977244563080204,2.7341986761577064,irm,2,1000,10000,10,0.0,index,1000,uniform
Optimal_QLRU,0.042,0.9989940438548811,1.8175442658611736,irm,2,1000,10000,13,0.0,index,1000,uniform
qlearning_balancer[qlearn],0.116,0.9978954072899014,2.6294148810728557,irm,2,1000,10000,13,0.0,index,1000,uniform
qlearning_balancer[lru],0.1873,0.9995257151794675,1.2478907942310427,irm,2,1000,10000,13,0.0,index,1000,uniform
qlearning_balancer[oracle],0.1893,0.9997154932297124,0.9664725656572004,irm,2,1000,10000,13,0.0,index,1000,uniform
qlearning_balancer[nocache],0.0,0.9983531729428483,2.3257653858272116,irm,2,1000,10000,13,0.0,index,1000,uniform
Optimal_QLRU,0.0185,0.9996293346475467,1.103164968238151,irm,2,1000,10000,9,0.0,index,1000,uniform
qlearning_balancer[qlearn],0.0843,0.9858131988621224,6.840646238956712,irm,2,1000,10000,9,0.0,index,1000,uniform
qlearning_balancer[lru],0.1919,0.9844464518032722,7.164232169109993,irm,2,1000,10000,9,0.0,index,1000,uniform
qlearning_balancer[oracle],0.1954,0.9849006264498711,7.058316491855996,irm,2,1000,10000,9,0.0,index,1000,uniform
qlearning_balancer[nocache],0.0,0.9959149456183684,3.6645249554677877,irm,2,1000,10000,9,0.0,index,1000,uniform
Optimal_QLRU,0.0619,0.9992959645041021,1.52044558999275,irm,2,1000,10000,18,0.0,index,1000,uniform
qlearning_balancer[qlearn],0.1133,0.993026721239039,4.790128721824334,irm,2,1000,10000,18,0.0,index,1000,uniform
qlearning_balancer[lru],0.201,0.9922692595174896,5.044223745594231,irm,2,1000,10000,18,0.0,index,1000,uniform
qlearning_balancer[oracle],0.1979,0.9948926900533087,4.098161918506914,irm,2,1000,10000,18,0.0,index,1000,uniform
qlearning_balancer[nocache],0.0,0.9888702747654566,6.055831156913852,irm,2,1000,10000,18,0.0,index,1000,uniform
Optimal_QLRU,0.0566,0.9999762253794479,0.2793708893954924,irm,2,1000,10000,17,0.0,index,1000,uniform
qlearning_balancer[qlearn],0.1205,0.9943494612268853,4.310993933914906,irm,2,1000,10000,17,0.0,index,1000,uniform
qlearning_balancer[lru],0.1976,0.9808350165462879,7.95744997183013,irm,2,1000,10000,17,0.0,index,1000,uniform
qlearning_balancer[oracle],0.1979,0.98046906116602,8.033561509451841,irm,2,1000,10000,17,0.0,index,1000,uniform
qlearning_balancer[nocache],0.0,0.9946150547140088,4.208272238660335,irm,2,1000,10000,17,0.0,index,1000,uniform
Optimal_QLRU,0.0626,0.9999078288323611,0.5500812587765594,irm,2,1000,10000,16,0.0,index,1000,uniform
qlearning_balancer[qlearn],0.1641,0.9999155681500812,0.5264800225674604,irm,2,1000,10000,16,0.0,index,1000,uniform
qlearning_balancer[lru],0.2069,0.9990628838665808,1.7542326659541165,irm,2,1000,10000,16,0.0,index,1000,uniform
qlearning_balancer[oracle],0.2006,0.9989618036555938,1.8464500168964997,irm,2,1000,10000,16,0.0,index,1000,uniform
qlearning_balancer[nocache],0.0,0.9997901367871914,0.8300533039777701,irm,2,1000,10000,16,0.0,index,1000,uniform
Optimal_QLRU,0.0462,0.9989035644914591,1.897551505920726,irm,2,1000,10000,14,0.0,index,1000,uniform
qlearning_balancer[qlearn],0.1199,0.9868640287269991,6.581261596640619,irm,2,1000,10000,14,0.0,index,1000,uniform
qlearning_balancer[lru],0.1952,0.9865581619397028,6.657784684499995,irm,2,1000,10000,14,0.0,index,1000,uniform
qlearning_balancer[oracle],0.1908,0.9839896836460214,7.26922845905623,irm,2,1000,10000,14,0.0,index,1000,uniform
qlearning_balancer[nocache],0.0,0.9714104417694143,9.734592524891772,irm,2,1000,10000,14,0.0,index,1000,uniform
Optimal_QLRU,0.0196,0.999411032340401,1.3906280866193674,irm,2,1000,10000,15,0.0,index,1000,uniform
qlearning_balancer[qlearn],0.1204,0.9996430622527823,1.0825418904129345,irm,2,1000,10000,15,0.0,index,1000,uniform
qlearning_balancer[lru],0.197,0.9997959590507847,0.8184573819560241,irm,2,1000,10000,15,0.0,index,1000,uniform
qlearning_balancer[oracle],0.2008,0.999610993937792,1.1301314952610313,irm,2,1000,10000,15,0.0,index,1000,uniform
qlearning_balancer[nocache],0.0,0.9992267612860317,1.5934388885281594,irm,2,1000,10000,15,0.0,index,1000,uniform
Optimal_QLRU,0.0568,0.999993525412755,0.14579047291813174,irm,2,1000,10000,20,0.0,index,1000,uniform
qlearning_balancer[qlearn],0.168,0.9832145600867991,7.4440882765787215,irm,2,1000,10000,20,0.0,index,1000,uniform
qlearning_balancer[lru],0.1986,0.9987957468582344,1.9886975178427637,irm,2,1000,10000,20,0.0,index,1000,uniform
qlearning_balancer[oracle],0.198,0.9930829170611866,4.770743572116332,irm,2,1000,10000,20,0.0,index,1000,uniform
qlearning_balancer[nocache],0.0,0.9847776026166586,7.087159320397612,irm,2,1000,10000,20,0.0,index,1000,uniform
Optimal_QLRU,0.047,0.9996743660716216,1.033977360241827,irm,2,1000,10000,21,0.0,index,1000,uniform
qlearning_balancer[qlearn],0.1233,0.9980918258381163,2.503628304842278,irm,2,1000,10000,21,0.0,index,1000,uniform
