q_f,delta_jfi
0.0,-9.532676465862089e-05
0.023473034494263967,0.00010327354174555214
0.0,-9.461490204576428e-05
0.023304792899837556,0.00010252453817061191
0.0,-9.391097936439774e-05
0.0,-8.64913634137654e-05
0.02162912954014784,9.507159861443792e-05
0.0,-8.58518848204648e-05
0.021475166969940007,9.438745128931281e-05
0.0,-8.521946892436905e-05
0.0,-7.798685105808723e-05
0.0,-7.082815140890819e-05
0.018352645449671856,8.053541105268458e-05
0.0,-7.031094954623729e-05
0.0,-6.327861171273597e-05
0.0,-5.631843497555522e-05
0.0,-4.9429942173606634e-05
0.0,-4.261265528338054e-05
0.0,-3.586609552819198e-05
0.0,-2.918978348775969e-05
0.0,-2.2583239202900174e-05
0.007968465986013085,3.478427774761261e-05
0.00935981142051967,4.0886477017609835e-05
0.0,-2.8773773340873277e-05
0.0,-2.2262215943591457e-05
0.007856760662152129,3.429472881455453e-05
0.0,-2.210426506710217e-05
0.0,-1.570653246030229e-05
0.0,-9.375436645697732e-06
0.004954975460378708,2.1596921972788508e-05
0.0,-9.309491342590626e-06
0.004920431646656898,2.144598620223981e-05
0.006288605810093606,2.7428097313708655e-05
0.007640273713984125,3.3346130983491484e-05
0.0,-2.1488977583361546e-05
0.0,-1.5270435560266193e-05
0.0,-9.11577683648801e-06
0.0,-3.0245655211480482e-06
0.0006905973392717923,3.003634397646948e-06
0.0020608031867522802,8.969258971758265e-06
0.003414887133997402,1.4872744214522449e-05
0.0,-2.9829198011643854e-06
0.003391490400105668,1.4770671913244549e-05
0.0,-2.96241875563652e-06
0.0006764606144774588,2.942128335625682e-06
0.0020187426608055947,8.786013340311705e-06
0.0033454121478079246,1.4569654568696855e-05
0.0,-2.9220456657652605e-06
0.0006672758938229828,2.902167919427434e-06
0.0019914134107460457,8.666951786251431e-06
0.0033002660866037203,1.4372712940691201e-05
0.004593982637209004,2.001985828425923e-05
0.0,-8.627802705496457e-06
0.0,-2.863016130283391e-06
0.000653845583862056,2.8437366700329036e-06
0.0019514481356066593,8.492846483854066e-06
0.0032342404752420117,1.4084704067163223e-05
0.004502364847167262,1.9619700077355695e-05
0.005755962358192757,2.5098225010178332e-05
0.0,-1.406581784368921e-05
0.0057178183051598275,2.4931424384422307e-05
0.0069489639118517355,3.0318349558799973e-05
0.0,-1.952621552081535e-05
0.0069032106467107335,3.01180349223662e-05
0.008112410820628746,3.541519772898294e-05
0.0,-2.489464475530223e-05
0.0,-1.9267922308219276e-05
0.006813047751910162,2.9723315297824904e-05
0.0,-1.914069331943047e-05
0.006768626476816975,2.9528858796701307e-05
0.0,-1.9014720313181854e-05
0.0,-1.3516271980984484e-05
0.005496711335334248,2.396466887488735e-05
0.0,-1.3427819030353838e-05
0.005461108613599053,2.3809021655440965e-05
0.0,-1.3340231512337652e-05
0.005425850347658745,2.3654885811685844e-05
0.0,-1.3253498173937395e-05
0.005390932112587898,2.3502241840001048e-05
0.0,-1.3167607944231108e-05
0.0,-7.863316043632551e-06
0.004161975646257421,1.8133307710721525e-05
0.0,-7.81264042837293e-06
0.0,-2.5930785547689794e-06
0.002950843207183418,1.2848719690428112e-05
0.0,-2.5764563419405917e-06
0.0005886251848670199,2.5599934464493046e-06
0.0017573130675289095,7.647212841188633e-06
0.0029134169727262904,1.2685518404498275e-05
0.004057049969662052,1.7675226626323592e-05
0.005188324301359293,2.2616653878815285e-05
0.00630735138554217,2.7510116369922066e-05
0.0,-1.7707385635445938e-05
0.0,-1.2589090125247893e-05
0.0,-7.518625552038749e-06
0.0,-2.4956949262744388e-06
0.00057023707922077,2.479998809645778e-06
0.0017025621230938315,7.408752735527102e-06
0.0028229067835549015,1.2290863909636407e-05
0.0039313765698524294,1.712662932484843e-05
0.0,-7.377803321939602e-06
0.0,-2.449047565411533e-06
0.002787879489041134,1.2138142882256453e-05
0.0038827361249434977,1.6914319623584362e-05
0.004966047624188508,2.1645301804151806e-05
0.006037915204765043,2.6331378792376903e-05
0.007098439363931508,3.097283977393506e-05
0.0,-2.175015098371258e-05
0.007054974843216932,3.0782516736493903e-05
